,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Family,OnlineServices,StreamingServices,Churn
1788,0,0,4,1,No,No,No internet service,No internet service,Two year,1,Bank transfer (automatic),1,2,1,1,1,No
1789,1,0,3,0,No phone service,DSL,No,No,Month-to-month,0,Electronic check,1,3,1,1,0,No
1790,0,0,2,1,No,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,2,0,0,1,Yes
1791,0,0,3,1,No,DSL,Yes,No,One year,1,Mailed check,2,3,1,1,0,No
1792,1,0,3,1,Yes,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,3,1,1,1,No
1793,1,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,3,1,1,1,No
1794,0,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Mailed check,4,4,1,1,1,No
1795,0,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Mailed check,3,3,1,0,1,Yes
1796,0,0,2,1,Yes,DSL,No,Yes,Month-to-month,1,Credit card (automatic),3,3,1,0,1,No
1797,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,0,1,1,No
1798,1,0,3,1,Yes,No,No internet service,No internet service,One year,0,Bank transfer (automatic),1,2,0,1,1,No
1799,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,2,0,1,1,Yes
1800,1,0,1,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,1,0,0,0,No
1801,1,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,2,3,0,0,0,No
1802,1,0,1,0,No phone service,DSL,Yes,No,Two year,0,Mailed check,2,1,1,1,0,No
1803,0,0,3,0,No phone service,DSL,Yes,Yes,Two year,1,Mailed check,2,3,0,1,1,No
1804,0,0,3,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,2,1,1,1,No
1805,1,0,4,1,Yes,DSL,Yes,No,Two year,0,Credit card (automatic),2,4,1,1,0,No
1806,1,0,3,1,Yes,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,1,1,1,No
1807,0,0,1,1,No,Fiber optic,Yes,No,Month-to-month,0,Electronic check,3,1,0,0,0,Yes
1808,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,1,0,Yes
1809,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,1,Yes
1810,0,0,4,1,Yes,Fiber optic,Yes,Yes,One year,1,Credit card (automatic),4,4,1,1,0,No
1811,0,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Mailed check,3,3,0,0,0,No
1812,1,0,2,1,No,Fiber optic,Yes,No,One year,1,Bank transfer (automatic),4,3,1,0,1,No
1813,1,0,1,1,No,DSL,Yes,Yes,Month-to-month,1,Electronic check,3,1,0,0,1,No
1814,1,0,2,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,1,1,1,No
1815,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,3,1,1,1,No
1816,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
1817,1,1,4,1,Yes,Fiber optic,No,No,Two year,0,Bank transfer (automatic),4,4,1,1,1,No
1818,1,0,4,1,Yes,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,4,1,0,0,No
1819,0,0,4,0,No phone service,DSL,Yes,Yes,Two year,0,Credit card (automatic),2,3,1,1,1,No
1820,0,0,1,1,No,DSL,No,No,Month-to-month,0,Mailed check,2,1,1,0,0,No
1821,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,1,0,1,Yes
1822,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,3,1,0,1,Yes
1823,1,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,3,0,1,0,Yes
1824,1,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,3,1,1,1,No
1825,0,0,3,1,Yes,DSL,No,No,Month-to-month,1,Electronic check,2,3,0,1,0,No
1826,1,0,4,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,1,1,1,No
1827,0,0,3,0,No phone service,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,3,1,1,1,No
1828,1,0,3,1,Yes,No,No internet service,No internet service,One year,0,Electronic check,1,2,0,1,1,No
1829,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,0,No
1830,1,0,3,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
1831,0,1,2,1,Yes,DSL,No,Yes,Month-to-month,1,Mailed check,2,2,1,1,0,No
1832,1,1,4,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,2,3,1,0,1,Yes
1833,1,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,1,0,No
1834,1,1,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,0,0,Yes
1835,0,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,1,0,0,No
1836,1,0,2,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,3,0,0,1,Yes
1837,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),1,1,0,1,1,Yes
1838,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,0,1,1,No
1839,0,0,1,1,Yes,No,No internet service,No internet service,Two year,1,Credit card (automatic),1,1,0,1,1,No
1840,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,0,Bank transfer (automatic),4,4,1,1,1,Yes
1841,0,0,4,1,Yes,No,No internet service,No internet service,One year,0,Electronic check,1,2,1,1,1,No
1842,1,0,3,1,No,DSL,Yes,No,Month-to-month,1,Electronic check,3,3,0,1,1,No
1843,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,3,1,1,1,No
1844,1,0,4,1,No,DSL,Yes,No,One year,0,Credit card (automatic),2,4,1,1,1,No
1845,1,0,4,0,No phone service,DSL,Yes,No,One year,1,Bank transfer (automatic),2,3,0,1,0,No
1846,1,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
1847,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,1,1,1,No
1848,0,0,3,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,0,1,1,No
1849,1,0,2,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,2,0,0,0,Yes
1850,0,1,3,1,Yes,DSL,Yes,No,Month-to-month,1,Credit card (automatic),2,3,1,1,0,No
1851,0,0,1,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,1,1,1,0,1,Yes
1852,1,0,1,1,No,DSL,No,No,Month-to-month,0,Credit card (automatic),2,1,0,0,0,Yes
1853,0,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,0,0,Yes
1854,1,1,1,0,No phone service,DSL,Yes,No,Month-to-month,1,Electronic check,2,1,0,1,1,Yes
1855,1,0,3,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
1856,0,1,3,1,No,DSL,No,No,Month-to-month,1,Credit card (automatic),2,3,0,1,0,Yes
1857,0,0,4,1,No,DSL,Yes,Yes,Two year,0,Credit card (automatic),2,4,1,1,0,No
1858,0,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,1,0,Yes
1859,1,0,3,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,4,0,1,1,Yes
1860,1,0,4,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
1861,0,0,1,1,No,DSL,No,No,Month-to-month,0,Mailed check,2,1,0,0,0,Yes
1862,0,1,3,0,No phone service,DSL,Yes,Yes,Month-to-month,1,Electronic check,2,3,0,1,1,No
1863,1,0,1,1,Yes,No,No internet service,No internet service,One year,0,Mailed check,1,1,1,1,1,No
1864,0,1,2,1,No,DSL,Yes,No,One year,0,Mailed check,2,3,1,0,1,No
1865,1,1,3,1,Yes,Fiber optic,No,No,One year,1,Electronic check,4,4,0,1,1,No
1866,0,0,4,1,Yes,Fiber optic,No,Yes,One year,1,Bank transfer (automatic),4,4,1,1,1,No
1867,0,0,1,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,1,0,1,1,Yes
1868,1,0,1,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,1,0,0,0,No
1869,1,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,3,1,1,1,No
1870,1,0,1,1,No,DSL,No,No,Month-to-month,1,Mailed check,2,1,0,0,0,No
1871,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,1,1,1,No
1872,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
1873,0,0,4,1,No,DSL,Yes,No,Two year,1,Credit card (automatic),3,4,1,1,1,No
1874,0,0,3,1,Yes,DSL,No,Yes,Two year,0,Credit card (automatic),3,3,1,1,1,No
1875,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
1876,1,0,3,1,Yes,Fiber optic,No,No,One year,1,Credit card (automatic),4,4,1,0,1,No
1877,1,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Credit card (automatic),3,4,0,1,1,No
1878,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Credit card (automatic),1,1,0,1,1,No
1879,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,Yes
1880,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,1,Yes
1881,1,0,2,0,No phone service,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,2,0,1,1,No
1882,1,0,2,1,No,DSL,No,No,Month-to-month,1,Mailed check,2,3,1,1,1,No
1883,0,1,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),4,3,1,1,1,Yes
1884,1,0,2,1,No,DSL,No,No,One year,0,Bank transfer (automatic),2,3,0,1,0,No
1885,1,0,2,1,No,DSL,No,Yes,Month-to-month,1,Credit card (automatic),2,3,1,1,1,No
1886,1,0,4,1,No,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),2,4,1,1,0,No
1887,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,2,0,0,0,Yes
1888,0,0,2,1,No,DSL,Yes,No,One year,0,Bank transfer (automatic),2,2,0,1,0,No
1889,1,0,2,0,No phone service,DSL,No,No,Month-to-month,1,Mailed check,1,2,0,1,0,No
1890,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,1,1,1,1,Yes
1891,0,1,1,1,No,DSL,No,No,Month-to-month,0,Mailed check,2,1,0,0,0,Yes
1892,1,1,1,0,No phone service,DSL,No,No,Month-to-month,1,Credit card (automatic),2,1,0,1,1,No
1893,1,0,2,1,Yes,DSL,No,No,Month-to-month,1,Electronic check,2,2,1,1,1,No
1894,0,0,3,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,2,3,1,0,1,No
1895,1,0,4,1,Yes,DSL,No,Yes,Two year,1,Bank transfer (automatic),3,4,1,1,1,No
1896,1,0,3,1,Yes,DSL,Yes,Yes,Month-to-month,0,Electronic check,2,3,0,1,0,No
1897,1,1,3,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,3,1,1,0,Yes
1898,0,1,1,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,1,0,0,1,Yes
1899,1,0,2,1,No,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),4,3,0,1,1,No
1900,1,0,1,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,1,1,1,No
1901,0,0,2,1,No,No,No internet service,No internet service,One year,0,Electronic check,1,1,0,1,1,No
1902,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
1903,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,0,0,1,No
1904,1,0,4,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,4,0,1,1,Yes
1905,0,0,3,1,Yes,No,No internet service,No internet service,One year,1,Mailed check,1,2,0,1,1,No
1906,1,0,3,0,No phone service,DSL,No,Yes,One year,0,Credit card (automatic),2,2,0,1,0,No
1907,0,0,1,1,No,DSL,No,Yes,Month-to-month,1,Electronic check,3,2,0,1,1,No
1908,1,0,4,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,3,0,1,1,No
1909,1,0,1,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,1,1,1,No
1910,0,0,1,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,1,1,1,1,0,No
1911,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,0,Credit card (automatic),4,4,1,1,1,No
1912,1,0,3,1,No,No,No internet service,No internet service,One year,1,Bank transfer (automatic),1,2,1,1,1,No
1913,0,0,4,1,Yes,Fiber optic,Yes,No,One year,1,Electronic check,4,4,0,1,1,No
1914,0,0,1,1,Yes,DSL,No,Yes,Month-to-month,0,Electronic check,2,1,0,0,1,No
1915,1,0,2,1,No,DSL,No,Yes,Month-to-month,1,Credit card (automatic),2,2,0,0,0,No
1916,0,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),3,4,0,1,0,Yes
1917,0,1,4,1,Yes,DSL,Yes,Yes,Two year,0,Credit card (automatic),3,4,1,1,1,No
1918,1,0,2,1,No,DSL,No,Yes,Month-to-month,0,Electronic check,2,2,0,1,0,No
1919,1,0,1,1,No,DSL,Yes,No,Month-to-month,0,Mailed check,2,1,0,0,0,Yes
1920,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),1,2,1,1,1,No
1921,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Credit card (automatic),3,4,1,1,1,No
1922,1,0,2,1,Yes,DSL,No,No,Month-to-month,0,Electronic check,2,3,1,0,1,No
1923,1,0,3,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
1924,0,1,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,3,1,0,1,No
1925,0,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,4,1,0,1,No
1926,1,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,0,1,Yes
1927,1,0,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Bank transfer (automatic),4,4,1,0,1,Yes
1928,0,0,3,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,2,1,1,1,Yes
1929,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,0,1,No
1930,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,1,0,1,1,No
1931,0,0,3,1,Yes,Fiber optic,Yes,Yes,One year,1,Bank transfer (automatic),4,4,1,1,1,No
1932,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
1933,1,0,2,1,No,No,No internet service,No internet service,One year,1,Mailed check,1,2,0,1,1,No
1934,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,1,0,Yes
1935,0,0,3,1,No,No,No internet service,No internet service,One year,1,Bank transfer (automatic),1,2,0,1,1,No
1936,0,0,3,1,No,DSL,No,Yes,One year,1,Bank transfer (automatic),2,3,1,1,0,No
1937,0,0,2,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,1,1,1,No
1938,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
1939,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,1,1,1,No
1940,1,0,4,1,Yes,DSL,Yes,Yes,One year,0,Electronic check,3,4,0,1,0,No
1941,1,0,1,1,No,DSL,No,No,Month-to-month,0,Mailed check,2,1,0,0,1,No
1942,1,0,3,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,0,1,1,No
1943,1,0,1,1,Yes,DSL,No,No,Month-to-month,1,Credit card (automatic),2,1,0,0,0,No
1944,1,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Mailed check,1,1,1,0,0,Yes
1945,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,3,1,1,1,No
1946,1,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),4,4,1,0,1,No
1947,0,0,4,1,Yes,Fiber optic,Yes,Yes,One year,1,Bank transfer (automatic),4,4,0,1,0,No
1948,0,0,1,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,1,0,0,1,Yes
1949,1,0,4,1,Yes,Fiber optic,No,Yes,Two year,0,Bank transfer (automatic),4,4,1,1,1,No
1950,1,0,4,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),4,4,1,1,1,Yes
1951,1,0,2,1,No,DSL,Yes,No,Month-to-month,0,Credit card (automatic),2,2,1,0,0,No
1952,0,0,2,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Bank transfer (automatic),4,3,1,0,1,No
1953,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,1,0,Yes
1954,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
1955,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),4,4,1,0,1,No
1956,0,0,4,1,Yes,Fiber optic,Yes,No,Two year,1,Bank transfer (automatic),4,4,0,1,1,No
1957,0,0,3,1,Yes,DSL,No,No,Month-to-month,0,Electronic check,2,3,1,1,0,No
1958,1,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),3,3,0,1,0,No
1959,0,0,1,0,No phone service,DSL,No,Yes,Month-to-month,0,Electronic check,1,1,1,1,0,No
1960,0,0,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,0,Credit card (automatic),3,3,1,1,0,No
1961,0,0,3,1,Yes,DSL,No,No,One year,1,Bank transfer (automatic),2,3,0,1,0,No
1962,1,0,2,1,No,Fiber optic,Yes,No,One year,1,Credit card (automatic),4,3,0,1,1,No
1963,1,0,1,1,No,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,2,0,0,0,No
1964,1,0,4,1,No,DSL,No,No,One year,1,Mailed check,2,3,0,1,0,No
1965,1,0,2,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,2,0,1,0,Yes
1966,1,1,2,1,Yes,DSL,No,No,Month-to-month,0,Credit card (automatic),2,2,0,1,0,No
1967,1,0,4,1,Yes,DSL,Yes,Yes,One year,1,Credit card (automatic),3,4,0,1,1,Yes
1968,0,0,3,1,No,Fiber optic,Yes,No,One year,1,Mailed check,4,4,0,1,1,No
1969,0,0,4,0,No phone service,DSL,Yes,No,Two year,0,Electronic check,2,3,0,1,1,No
1970,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,1,0,1,Yes
1971,0,0,2,1,No,No,No internet service,No internet service,One year,1,Credit card (automatic),1,2,0,1,1,No
1972,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,1,0,1,No
1973,1,0,4,1,No,DSL,Yes,Yes,Two year,1,Electronic check,3,4,1,1,1,No
1974,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,1,0,0,Yes
1975,1,0,2,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,0,1,1,No
1976,1,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,0,0,1,Yes
1977,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,0,1,1,No
1978,0,0,4,1,No,DSL,Yes,Yes,Two year,0,Mailed check,2,4,0,1,1,No
1979,0,0,3,1,No,No,No internet service,No internet service,Two year,1,Bank transfer (automatic),1,2,1,1,1,No
1980,1,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,2,0,1,1,No
1981,0,0,4,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Credit card (automatic),4,4,1,0,1,Yes
1982,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
1983,1,0,2,1,Yes,DSL,No,Yes,One year,0,Mailed check,3,3,1,1,1,No
1984,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),4,2,1,1,1,Yes
1985,0,0,2,0,No phone service,DSL,No,No,Month-to-month,0,Mailed check,1,1,1,1,0,Yes
1986,0,0,4,1,Yes,Fiber optic,No,Yes,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
1987,0,0,2,1,No,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),3,3,1,1,1,Yes
1988,1,1,4,1,Yes,Fiber optic,Yes,No,One year,1,Electronic check,4,4,1,1,1,Yes
1989,0,0,3,0,No phone service,DSL,No,Yes,Two year,1,Credit card (automatic),2,3,1,1,1,No
1990,0,1,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,Yes
1991,1,0,3,1,Yes,DSL,Yes,No,One year,0,Credit card (automatic),3,3,1,1,1,No
1992,0,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,1,1,No
1993,0,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,1,0,0,Yes
1994,1,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,0,1,1,No
1995,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,Yes
1996,1,0,4,1,No,DSL,Yes,Yes,Two year,0,Mailed check,2,4,1,1,1,No
1997,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Bank transfer (automatic),4,4,1,0,1,No
1998,0,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Electronic check,2,1,1,0,1,Yes
1999,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,0,0,Yes
2000,0,1,1,1,No,Fiber optic,Yes,No,Month-to-month,0,Credit card (automatic),3,2,0,0,0,No
2001,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
2002,1,0,3,0,No phone service,DSL,No,Yes,Two year,0,Credit card (automatic),2,3,0,1,1,No
2003,0,0,4,1,No,Fiber optic,Yes,No,Two year,1,Electronic check,4,4,0,0,1,Yes
2004,1,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Mailed check,3,3,0,0,1,Yes
2005,0,0,3,1,Yes,Fiber optic,No,No,One year,0,Mailed check,4,4,1,1,1,Yes
2006,1,0,1,1,Yes,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,0,0,Yes
2007,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,1,Yes
2008,0,0,1,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Mailed check,3,1,1,0,0,Yes
2009,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,4,1,1,1,No
2010,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,1,0,0,0,Yes
2011,1,0,3,1,Yes,DSL,Yes,Yes,Month-to-month,0,Electronic check,3,4,1,1,1,No
2012,0,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,1,1,Yes
2013,0,0,3,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,2,1,1,1,No
2014,1,0,2,1,No,DSL,Yes,Yes,Month-to-month,0,Bank transfer (automatic),2,2,1,1,0,No
2015,0,0,2,1,Yes,DSL,No,No,Month-to-month,0,Mailed check,2,3,1,0,0,No
2016,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,2,0,0,1,Yes
2017,1,0,3,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
2018,0,0,1,1,No,DSL,No,No,Month-to-month,1,Mailed check,2,1,0,0,0,Yes
2019,1,0,4,1,Yes,Fiber optic,Yes,No,One year,0,Electronic check,4,4,1,1,1,Yes
2020,1,0,3,1,No,DSL,No,No,One year,1,Mailed check,3,4,1,1,1,No
2021,1,0,4,1,No,Fiber optic,Yes,Yes,Two year,0,Mailed check,4,4,1,1,1,No
2022,0,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,1,1,No
2023,0,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,1,0,Yes
2024,1,0,2,1,No,Fiber optic,Yes,No,One year,0,Electronic check,4,2,0,0,1,No
2025,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
2026,1,1,4,1,Yes,Fiber optic,No,Yes,One year,0,Bank transfer (automatic),4,4,0,1,1,No
2027,0,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,1,1,1,No
2028,0,0,2,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,0,1,1,No
2029,1,0,4,1,No,Fiber optic,No,No,One year,1,Credit card (automatic),4,4,1,1,1,Yes
2030,1,0,1,1,Yes,DSL,No,No,Month-to-month,0,Bank transfer (automatic),2,1,1,1,0,No
2031,0,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Mailed check,1,1,1,0,0,No
2032,0,0,2,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,2,1,0,1,Yes
2033,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,0,1,1,Yes
2034,1,0,3,1,No,DSL,Yes,No,One year,1,Bank transfer (automatic),2,3,1,1,0,No
2035,0,0,3,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,3,1,1,1,No
2036,1,1,1,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,1,1,0,0,No
2037,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,3,1,0,0,0,No
2038,0,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,1,0,1,Yes
2039,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,1,0,Yes
2040,1,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Bank transfer (automatic),4,4,1,1,1,No
2041,1,0,1,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,0,1,1,No
2042,0,1,2,1,Yes,DSL,Yes,Yes,Month-to-month,0,Bank transfer (automatic),2,3,0,1,0,No
2043,1,1,2,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,2,2,0,0,0,No
2044,1,0,1,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
2045,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Bank transfer (automatic),4,4,0,1,1,No
2046,0,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Mailed check,1,1,1,0,0,No
2047,1,0,1,1,No,DSL,Yes,No,Month-to-month,1,Electronic check,3,1,0,1,1,No
2048,1,1,2,1,No,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),4,3,0,0,1,Yes
